subset_label_id,subset_label_name,path,optimization_rank,kernel,reference_method,eigenvalue_method,stop_when_objective_decreases,objective,objective_gain,probability_lambda,base_von_neumann_entropy,von_neumann_entropy,von_neumann_entropy_gain,log_probability,log_probability_sum,positive_probability,subset_probability,best_predicted_subset_label_id,best_predicted_subset_label_name,best_predicted_subset_probability,actual_label_id,actual_label_name
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000436411.jpg,13,rbf,kernel_herding,direct,True,0.7638422591441578,0.0014807786074451,0.005,0.7387580967764847,0.7663708077811316,0.0020679815582143,-0.1174405901538267,-0.5057097273947555,0.8891933370156324,0.8891933370156324,20,elephant,0.8891933370156324,21,bear
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000195472.jpg,14,rbf,kernel_herding,direct,True,0.7652609495584982,0.0014186904143403,0.005,0.7387580967764847,0.7681983625742389,0.0018275547931072,-0.0817728757533785,-0.587482603148134,0.9214812256588022,0.9214812256588022,20,elephant,0.9214812256588022,17,horse
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000090257.jpg,15,rbf,kernel_herding,direct,True,0.7666317729360589,0.0013708233775606,0.005,0.7387580967764847,0.7696333607412112,0.0014349981669723,-0.0128349578823421,-0.6003175610304762,0.9872470589195208,0.9872470589195208,20,elephant,0.9872470589195208,22,zebra
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000169959.jpg,16,rbf,kernel_herding,direct,True,0.7679369065465859,0.0013051336105269,0.005,0.7387580967764847,0.7709795633570805,0.0013462026158692,-0.0082138010684577,-0.608531362098934,0.9918198400244428,0.9918198400244428,20,elephant,0.9918198400244428,23,giraffe
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000064522.jpg,17,rbf,kernel_herding,direct,True,0.769199527839986,0.0012626212934001,0.005,0.7387580967764847,0.7723505323707673,0.0013709690136868,-0.0216695440573387,-0.6302009061562727,0.9785635537675866,0.9785635537675866,20,elephant,0.9785635537675866,17,horse
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000005245.jpg,18,rbf,kernel_herding,direct,True,0.770382957302326,0.0011834294623399,0.005,0.7387580967764847,0.7735760219665816,0.0012254895958142,-0.0084120266948543,-0.6386129328511271,0.99162325540008,0.99162325540008,20,elephant,0.99162325540008,0,person
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000236123.jpg,19,rbf,kernel_herding,direct,True,0.7715413823320173,0.0011584250296913,0.005,0.7387580967764847,0.7750577514551225,0.0014817294885408,-0.0646608917699022,-0.7032738246210293,0.9373852845502338,0.9373852845502338,20,elephant,0.9373852845502338,21,bear
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000355796.jpg,20,rbf,kernel_herding,direct,True,0.7726708338563717,0.0011294515243543,0.005,0.7387580967764847,0.7764218168579091,0.0013640654027866,-0.0469227756864607,-0.75019660030749,0.954161079178675,0.954161079178675,20,elephant,0.954161079178675,22,zebra
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000239387.jpg,21,rbf,kernel_herding,direct,True,0.7737706188012032,0.0010997849448315,0.005,0.7387580967764847,0.7776582557287389,0.0012364388708298,-0.0273307851996392,-0.7775273855071292,0.9730393212769,0.9730393212769,20,elephant,0.9730393212769,19,cow
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000545278.jpg,22,rbf,kernel_herding,direct,True,0.774806975022995,0.0010363562217917,0.005,0.7387580967764847,0.7792356168481692,0.0015773611194302,-0.1082009795277189,-0.8857283650348481,0.8974472097866552,0.8974472097866552,20,elephant,0.8974472097866552,23,giraffe
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000295896.jpg,23,rbf,kernel_herding,direct,True,0.7757828441433876,0.0009758691203926,0.005,0.7387580967764847,0.7805439745800474,0.0013083577318782,-0.0664977222971065,-0.9522260873319548,0.9356650470198886,0.9356650470198886,20,elephant,0.9356650470198886,23,giraffe
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000409115.jpg,24,rbf,kernel_herding,direct,True,0.7767282137562694,0.0009453696128818,0.005,0.7387580967764847,0.7817007107159589,0.0011567361359114,-0.0422733046059471,-0.9944993919379018,0.9586077528522728,0.9586077528522728,20,elephant,0.9586077528522728,19,cow
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000341017.jpg,25,rbf,kernel_herding,direct,True,0.7776508214083975,0.000922607652128,0.005,0.7387580967764847,0.7828195625769617,0.0011188518610028,-0.0392488417749451,-1.033748233712847,0.961511415166252,0.961511415166252,20,elephant,0.961511415166252,5,bus
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000025145.jpg,26,rbf,kernel_herding,direct,True,0.7785510466724795,0.000900225264082,0.005,0.7387580967764847,0.7839632363898876,0.0011436738129259,-0.0486897097687749,-1.082437943481622,0.9524766280431612,0.9524766280431612,20,elephant,0.9524766280431612,22,zebra
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000435686.jpg,27,rbf,kernel_herding,direct,True,0.7794217199250305,0.0008706732525509,0.005,0.7387580967764847,0.7849327112075795,0.0009694748176918,-0.0197603130281683,-1.1021982565097903,0.980433642315934,0.980433642315934,20,elephant,0.980433642315934,23,giraffe
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000224407.jpg,28,rbf,kernel_herding,direct,True,0.7802603146234952,0.0008385946984647,0.005,0.7387580967764847,0.7857945635882587,0.0008618523806792,-0.0046515364429045,-1.1068497929526948,0.9953592651971696,0.9953592651971696,20,elephant,0.9953592651971696,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000454683.jpg,29,rbf,kernel_herding,direct,True,0.7810625937321727,0.0008022791086774,0.005,0.7387580967764847,0.7870155719841778,0.001221008395919,-0.0837458574483366,-1.190595650401031,0.919664952394457,0.919664952394457,20,elephant,0.919664952394457,0,person
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000263588.jpg,30,rbf,kernel_herding,direct,True,0.7818333557323788,0.000770762000206,0.005,0.7387580967764847,0.788308895822467,0.0012933238382891,-0.1045123676166152,-1.2951080180176466,0.9007636570374222,0.9007636570374222,20,elephant,0.9007636570374222,62,tv
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000464927.jpg,31,rbf,kernel_herding,direct,True,0.782568656840482,0.0007353011081032,0.005,0.7387580967764847,0.7896691937876738,0.0013602979652067,-0.1249993714206861,-1.4201073894383327,0.8824974573030673,0.8824974573030673,20,elephant,0.8824974573030673,8,boat
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000529981.jpg,32,rbf,kernel_herding,direct,True,0.7832714822941794,0.0007028254536973,0.005,0.7387580967764847,0.7904983660356271,0.0008291722479533,-0.0252693588511988,-1.4453767482895317,0.9750472390481,0.9750472390481,20,elephant,0.9750472390481,17,horse
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000081116.jpg,33,rbf,kernel_herding,direct,True,0.7839461702789908,0.0006746879848114,0.005,0.7387580967764847,0.7918427079829048,0.0013443419472777,-0.1339307924932609,-1.5793075407827926,0.8746505948946751,0.8746505948946751,20,elephant,0.8746505948946751,10,fire hydrant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000058640.jpg,34,rbf,kernel_herding,direct,True,0.7845950936102217,0.0006489233312308,0.005,0.7387580967764847,0.7925132511156991,0.0006705431327943,-0.0043239603126894,-1.583631501095482,0.9956853745433396,0.9956853745433396,20,elephant,0.9956853745433396,19,cow
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000162767.jpg,35,rbf,kernel_herding,direct,True,0.7852206125720289,0.0006255189618071,0.005,0.7387580967764847,0.7936925444540843,0.0011792933383851,-0.1107548753156013,-1.6943863764110834,0.8951581473953099,0.8951581473953099,20,elephant,0.8951581473953099,21,bear
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000412198.jpg,36,rbf,kernel_herding,direct,True,0.7858277667915093,0.0006071542194804,0.005,0.7387580967764847,0.7944167027710737,0.0007241583169893,-0.0234008195017739,-1.7177871959128572,0.9768708564016156,0.9768708564016156,20,elephant,0.9768708564016156,23,giraffe
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000441949.jpg,37,rbf,kernel_herding,direct,True,0.7863885185396005,0.0005607517480911,0.005,0.7387580967764847,0.7950664540878948,0.0006497513168211,-0.0177999137460109,-1.7355871096588682,0.982357568940558,0.982357568940558,20,elephant,0.982357568940558,22,zebra
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000405630.jpg,38,rbf,kernel_herding,direct,True,0.7869204281601804,0.0005319096205799,0.005,0.7387580967764847,0.7962318247249045,0.0011653706370097,-0.1266922032859502,-1.8622793129448183,0.8810048012506493,0.8810048012506493,20,elephant,0.8810048012506493,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000379405.jpg,39,rbf,kernel_herding,direct,True,0.7874326754757526,0.0005122473155722,0.005,0.7387580967764847,0.7967573143684565,0.000525489643552,-0.0026484655959649,-1.8649277785407836,0.997355038493871,0.997355038493871,20,elephant,0.997355038493871,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000477067.jpg,40,rbf,kernel_herding,direct,True,0.7879293947103421,0.0004967192345894,0.005,0.7387580967764847,0.7972617010670119,0.0005043866985553,-0.0015334927931825,-1.8664612713339657,0.9984676824050942,0.9984676824050942,20,elephant,0.9984676824050942,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000393979.jpg,41,rbf,kernel_herding,direct,True,0.7884092292754942,0.0004798345651521,0.005,0.7387580967764847,0.7979717124297413,0.0007100113627294,-0.0460353595154684,-1.9124966308494344,0.9550081929657148,0.9550081929657148,20,elephant,0.9550081929657148,22,zebra
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000573066.jpg,42,rbf,kernel_herding,direct,True,0.7888678137223241,0.0004585844468298,0.005,0.7387580967764847,0.7989517796905956,0.0009800672608543,-0.1042965628048645,-2.0167931936542987,0.9009580671454251,0.9009580671454251,20,elephant,0.9009580671454251,17,horse
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000293591.jpg,43,rbf,kernel_herding,direct,True,0.7893095414604202,0.0004417277380961,0.005,0.7387580967764847,0.7994252991485219,0.0004735194579262,-0.0063583439660316,-2.0231515376203304,0.993661827526888,0.993661827526888,20,elephant,0.993661827526888,22,zebra
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000290836.jpg,44,rbf,kernel_herding,direct,True,0.7897127444983889,0.0004032030379687,0.005,0.7387580967764847,0.7998321131628452,0.0004068140143232,-0.000722195270927,-2.023873732891257,0.9992780654483102,0.9992780654483102,20,elephant,0.9992780654483102,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000262098.jpg,45,rbf,kernel_herding,direct,True,0.7901058064654986,0.0003930619671096,0.005,0.7387580967764847,0.8002879135261329,0.0004558003632877,-0.0125476792356149,-2.0364214121268724,0.9875307146607608,0.9875307146607608,20,elephant,0.9875307146607608,23,giraffe
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000516263.jpg,46,rbf,kernel_herding,direct,True,0.7904592967120688,0.0003534902465702,0.005,0.7387580967764847,0.8012286799524034,0.0009407664262705,-0.1174552359400576,-2.1538766480669302,0.8891803141754656,0.8891803141754656,20,elephant,0.8891803141754656,22,zebra
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000189983.jpg,47,rbf,kernel_herding,direct,True,0.7907817623303542,0.0003224656182854,0.005,0.7387580967764847,0.8019681047775239,0.0007394248251204,-0.0833918413670022,-2.2372684894339323,0.919990586213448,0.919990586213448,20,elephant,0.919990586213448,23,giraffe
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000528868.jpg,48,rbf,kernel_herding,direct,True,0.7910857064390798,0.0003039441087255,0.005,0.7387580967764847,0.8025938700978157,0.0006257653202917,-0.0643642423132377,-2.30163273174717,0.9376634006350344,0.9376634006350344,20,elephant,0.9376634006350344,21,bear
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000221505.jpg,49,rbf,kernel_herding,direct,True,0.7913749769780883,0.0002892705390085,0.005,0.7387580967764847,0.803568639666567,0.0009747695687513,-0.1370998059485611,-2.4387325376957314,0.8718832026583756,0.8718832026583756,20,elephant,0.8718832026583756,33,kite
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000176462.jpg,50,rbf,kernel_herding,direct,True,0.7916292579924017,0.0002542810143133,0.005,0.7387580967764847,0.8041839572315829,0.0006153175650158,-0.0722073101404985,-2.5109398478362297,0.9303380073140184,0.9303380073140184,20,elephant,0.9303380073140184,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000188002.jpg,51,rbf,kernel_herding,direct,True,0.791835171229883,0.0002059132374813,0.005,0.7387580967764847,0.8050174178132617,0.0008334605816788,-0.1255094688395192,-2.636449316675749,0.8820474124210945,0.8820474124210945,20,elephant,0.8820474124210945,19,cow
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000461435.jpg,52,rbf,kernel_herding,direct,True,0.7920247296015545,0.0001895583716714,0.005,0.7387580967764847,0.8058786561633818,0.00086123835012,-0.1343359956897317,-2.7707853123654806,0.8742962554724099,0.8742962554724099,20,elephant,0.8742962554724099,0,person
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000140387.jpg,53,rbf,kernel_herding,direct,True,0.7921957816736093,0.0001710520720548,0.005,0.7387580967764847,0.8062077919625308,0.0003291357991489,-0.0316167454188216,-2.8024020577843025,0.9688778378008648,0.9688778378008648,20,elephant,0.9688778378008648,22,zebra
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000558759.jpg,54,rbf,kernel_herding,direct,True,0.7923572536579057,0.0001614719842963,0.005,0.7387580967764847,0.8063710757802688,0.000163283817738,-0.0003623666883316,-2.802764424472634,0.9996376989575472,0.9996376989575472,20,elephant,0.9996376989575472,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000285913.jpg,55,rbf,kernel_herding,direct,True,0.7925050971318652,0.0001478434739595,0.005,0.7387580967764847,0.8074354581028368,0.001064382322568,-0.1833077697216681,-2.9860721941943025,0.8325118943493564,0.8325118943493564,20,elephant,0.8325118943493564,19,cow
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000242664.jpg,56,rbf,kernel_herding,direct,True,0.7926436296277471,0.0001385324958819,0.005,0.7387580967764847,0.8075767075426985,0.0001412494398617,-0.0005433887959726,-2.986615582990275,0.9994567588119816,0.9994567588119816,20,elephant,0.9994567588119816,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000311583.jpg,57,rbf,kernel_herding,direct,True,0.7927675905057954,0.0001239608780482,0.005,0.7387580967764847,0.8079628474881797,0.0003861399454812,-0.0524358134865972,-3.0390513964768724,0.9489152266600354,0.9489152266600354,20,elephant,0.9489152266600354,23,giraffe
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000467662.jpg,58,rbf,kernel_herding,direct,True,0.7928881572724131,0.0001205667666177,0.005,0.7387580967764847,0.8080850116939436,0.0001221642057639,-0.0003194878292336,-3.039370884306106,0.9996805632005682,0.9996805632005682,20,elephant,0.9996805632005682,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000176157.jpg,59,rbf,kernel_herding,direct,True,0.7929883374611869,0.0001001801887737,0.005,0.7387580967764847,0.8087537540305733,0.0006687423366296,-0.1137124295711599,-3.153083313877266,0.8925145797813714,0.8925145797813714,20,elephant,0.8925145797813714,0,person
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000267242.jpg,60,rbf,kernel_herding,direct,True,0.7930724921972491,8.415473606215862e-05,0.005,0.7387580967764847,0.8090321909555073,0.000278436924934,-0.0388564377743676,-3.191939751651633,0.9618887901290448,0.9618887901290448,20,elephant,0.9618887901290448,22,zebra
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000392153.jpg,61,rbf,kernel_herding,direct,True,0.7931438675270881,7.137532983902961e-05,0.005,0.7387580967764847,0.8097262537757729,0.0006940628202656,-0.1245374980853205,-3.316477249736954,0.8829051534918755,0.8829051534918755,20,elephant,0.8829051534918755,22,zebra
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000506979.jpg,62,rbf,kernel_herding,direct,True,0.7931915203952644,4.765286817631775e-05,0.005,0.7387580967764847,0.8097748233973387,4.856962156585265e-05,-0.0001833506779067,-3.3166606004148607,0.9998166661288016,0.9998166661288016,20,elephant,0.9998166661288016,0,person
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000550703.jpg,63,rbf,kernel_herding,direct,True,0.7932329113919344,4.139099666999879e-05,0.005,0.7387580967764847,0.8098274431717838,5.261977444503962e-05,-0.0022457555550078,-3.3189063559698684,0.997756764266344,0.997756764266344,20,elephant,0.997756764266344,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000164565.jpg,64,rbf,kernel_herding,direct,True,0.7932742786425008,4.136725056635981e-05,0.005,0.7387580967764847,0.8098719592279617,4.451605617794563e-05,-0.0006297611223182,-3.3195361170921864,0.9993704371345968,0.9993704371345968,20,elephant,0.9993704371345968,20,elephant
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000299041.jpg,65,rbf,kernel_herding,direct,True,0.7933038377877453,2.9559145244495436e-05,0.005,0.7387580967764847,0.8102406624803922,0.0003687032524304,-0.0678288214372009,-3.387364938529388,0.9344204126300386,0.9344204126300386,20,elephant,0.9344204126300386,25,umbrella
20,elephant,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000106051.jpg,66,rbf,kernel_herding,direct,True,0.7933167218800212,1.288409227595544e-05,0.005,0.7387580967764847,0.8109717138290976,0.0007310513487054,-0.1436334512858784,-3.5309983898152657,0.8662051962753934,0.8662051962753934,20,elephant,0.8662051962753934,17,horse
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000018656.jpg,1,rbf,kernel_herding,direct,True,0.7002456351963626,0.0027613284989468,0.005,0.6974842663577981,0.7002787403179875,0.0027944336205717,-0.0066210243249716,-0.0066210243249716,0.993400846360182,0.993400846360182,34,baseball bat,0.993400846360182,0,person
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000222206.jpg,2,rbf,kernel_herding,direct,True,0.7028677265263318,0.0026220913299691,0.005,0.6974842663577981,0.7030352147699718,0.0027564744519842,-0.0268766244030241,-0.0334976487279958,0.9734813379559152,0.9734813379559152,34,baseball bat,0.9734813379559152,0,person
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000579696.jpg,3,rbf,kernel_herding,direct,True,0.7053207474607625,0.0024530209344306,0.005,0.6974842663577981,0.7055971148496681,0.0025619000796963,-0.0217758290531324,-0.0552734777811282,0.9784595526713664,0.9784595526713664,34,baseball bat,0.9784595526713664,0,person
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000133490.jpg,4,rbf,kernel_herding,direct,True,0.7076574407796682,0.0023366933189057,0.005,0.6974842663577981,0.7080519938676098,0.0024548790179416,-0.0236371398071737,-0.0789106175883019,0.9766400292581392,0.9766400292581392,34,baseball bat,0.9766400292581392,0,person
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000170040.jpg,5,rbf,kernel_herding,direct,True,0.7097883548216044,0.0021309140419362,0.005,0.6974842663577981,0.7103314222568953,0.0022794283892855,-0.0297028694698759,-0.1086134870581779,0.9707339253862362,0.9707339253862362,34,baseball bat,0.9707339253862362,0,person
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000355629.jpg,6,rbf,kernel_herding,direct,True,0.7118378756634155,0.002049520841811,0.005,0.6974842663577981,0.7124337395797758,0.0021023173228805,-0.0105592962138965,-0.1191727832720745,0.9894962574455788,0.9894962574455788,34,baseball bat,0.9894962574455788,0,person
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000351888.jpg,7,rbf,kernel_herding,direct,True,0.7137916014056928,0.0019537257422772,0.005,0.6974842663577981,0.7144092238631827,0.0019754842834068,-0.0043517082259156,-0.1235244914979901,0.995657746735275,0.995657746735275,34,baseball bat,0.995657746735275,0,person
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000123964.jpg,8,rbf,kernel_herding,direct,True,0.7157014214589539,0.0019098200532611,0.005,0.6974842663577981,0.7163798248364251,0.0019706009732424,-0.0121561839962552,-0.1356806754942454,0.987917403922836,0.987917403922836,34,baseball bat,0.987917403922836,16,dog
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000289915.jpg,9,rbf,kernel_herding,direct,True,0.7175217316238413,0.0018203101648873,0.005,0.6974842663577981,0.7186349304269406,0.0022551055905154,-0.0869590851256343,-0.2226397606198798,0.9167146021276356,0.9167146021276356,34,baseball bat,0.9167146021276356,0,person
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000362103.jpg,10,rbf,kernel_herding,direct,True,0.719299244418174,0.0017775127943328,0.005,0.6974842663577981,0.7204875358994914,0.0018526054725508,-0.0150185356436003,-0.2376582962634801,0.9850936800874702,0.9850936800874702,34,baseball bat,0.9850936800874702,0,person
34,baseball bat,C:\Users\maxbe\Downloads\DINO-Kernel-Herding\coco\train2017\000000118964.jpg,11,rbf,kernel_herding,direct,True,0.7210098009920182,0.0017105565738441,0.005,0.6974842663577981,0.722480938943657,0.0019934030441655,-0.0565692940642723,-0.2942275903277525,0.9450009992653235,0.9450009992653235,34,baseball bat,0.9450009992653235,0,person
